5022,jp,image/out/2c6e7fcc00bf05784adeabc02179b1db05b96dcb.jpg,http://ard.yahoo.co.jp/SIG=159umhtc5/M=300837306.301689089.303274593.302463196/D=jp_toppage/S=2077296265:TPM/Y=jp/EXP=1398668133/L=MpJVzHaX5.cLAW9HfYNYsh422280K1Nd30UACteJ/B=NC3ZAHaX5RM-/J=1398660933715725/SIG=11tb9i9su/A=301889431/R=0/*http://iportal.yaho,212,198,175,170,55,h
5029,jp,image/out/233e1c6da947eaa11945d57784b56c744bd77eed.jpg,http://ard.yahoo.co.jp/SIG=159qikneb/M=300835641.301687372.303274529.302463196/D=jp_toppage/S=2077296265:TPM/Y=jp/EXP=1398668327/L=pFo8X7dPC.bqF2KW6nLt4BlQ2280K1Nd4AcAB3EW/B=3XqPA3Jvavs-/J=1398661127494195/SIG=11o9r1v11/A=301889331/R=0/*http://gyao.yahoo.c,148,155,145,170,55,h
5034,jp,image/out/3ac1df39de374fec8e759891e7eb85185c12b65e.jpg,http://ard.yahoo.co.jp/SIG=1590900ot/M=300837300.301689081.303274592.302463196/D=jp_toppage/S=2077296265:TPM/Y=jp/EXP=1398668350/L=.gCvh7dPC.ZIly43TyApRxj02280K1Nd4B4ADTfp/B=M0iQA3Jvavs-/J=1398661150870987/SIG=120i9hokb/A=301889440/R=0/*http://gyao.yahoo.c,123,85,64,170,55,h
5040,jp,image/out/ebec4b5469f8a71d14ac6456387f8f67c1bb2d59.jpg,http://ard.yahoo.co.jp/SIG=15980phc7/M=300836056.301687793.303274516.302463196/D=jp_toppage/S=2077296265:TPM/Y=jp/EXP=1398668433/L=jq1e07dPK8gdpY8pR6SpcRS52280K1Nd4HEABDsn/B=UziEA7dPSA0-/J=1398661233279640/SIG=11pkdcb82/A=301889308/R=0/*http://gyao.yahoo.c,127,112,125,170,55,h
5050,com,image/out/fb90824a45b7e80c76c7fe100c7d1a5a01147eb9.jpg,http://activities.aliexpress.com/summerfashion.php,233,210,193,210,116,h
5075,jp,image/out/937f95e8500bb91b4526487c7c390e203045dd64.png,http://internetsecurity.avg.co.jp/nihon-pc-service/,195,177,155,455,180,h
5076,jp,image/out/c786df1c52f2b602a9d178fa07b8221680b32dc4.jpg,http://free.avg.co.jp/free-antivirus-download,224,199,161,455,180,h
5078,com,image/out/f92526235adecd5745cb856c79d0d81d45b8a3b1(.),http://www.mangahere.com/topic/,171,178,121,606,236,h
5079,me,image/out/c591bcd896bca446a544b681260276c261135f26.gif,http://a.tribalfusion.com/h.click/aimP8qWdM3WFB32UTpWTjnTE3cSEZbLQVYZaPbeoPHv6VcM34U6tnWZaoXEqv4dYGSsfA4mJIoHTtUWBhXrr6XUQ7XTyOSbJZdTbB2TtQWmbQnQUjs1E3t4a3d2aMRnEJFYrJgWH7XnAMCpGfnmHnJ3aZb85t6p5AbZcmUQEXV3VYGZb51cBypafT5UFdqgWdMZd/http://www.lltrifutracker,184,160,157,728,90,h
5080,vn,image/out/09673983e7f86d20f5be26999a4eb4715256404e.jpg,http://mp3.zing.vn/album/Anh-Mong-Em-Hieu-Quach-Tuan-Du-Ho-Quang-Hieu/ZWZBU69Z.html,76,63,68,330,200,h
5081,vn,image/out/c73e9d5013d636e0540b35760c78a78ec10d5a41.jpg,http://mp3.zing.vn/album/Noi-Rang-Em-Yeu-Anh-Di-Manh-Quan/ZWZBOD9C.html,143,158,160,330,200,h
5082,vn,image/out/b72dd2e7c8620609e3865b5e01d9e926ab20403e.jpg,http://radio.zing.vn/NhipDieuDienTu,95,73,72,330,200,h
5083,vn,image/out/bd3504048afb138facacb5353a8251ce4bfce3d3.jpg,http://mp3.zing.vn/video-clip/Cu-La-Minh-Karik-Pham-Hoang-Khoa/ZW6BO8FD.html,48,67,68,330,200,h
5088,ru,image/out/e3750d312cd842693684596eb737674cd47e7063.gif,http://www.newtimes.ru/,88,49,49,88,31,h
5089,ru,image/out/74c9940001a7c1b511e09f663cb1940d66653e62.gif,http://www.alrf.ru/,187,186,213,88,31,h
